"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"TF","Factor: Egr-1; motif: CCGCCCMCG; match class: 1","TF:M04797_1","0.00135954954462677","2.8666049612534215","1559","612","84","19945","AARD,ABCA2,ACE,AFAP1L2,AKAP1,ALDH5A1,ALPL,ANKS6,ATAD2B,ATP1B1,BRI3,CA2,CACNA2D2,CACNB3,CAMSAP3,CHTF18,CLIP2,CNR1,DCXR,DLGAP4,DONSON,DRAP1,EFEMP2,EHBP1L1,EZH2,FAM162B,FCHO1,FHL3,FMNL1,GALNT10,GPC2,GSR,HACD1,HMG20B,INAFM1,IRS2,IRX3,KCNK1,KLF13,LGALSL,LIMD2,MAD2L2,MAN1C1,MDK,MEX3D,NCMAP,NUMBL,PDPK1,PDZD4,PLD2,PLXNA3,PMM1,POFUT2,PTMS,RAB20,RAP1GAP,RILP,S1PR5,SLC17A5,SLC29A2,SLC9A2,SMAGP,SMIM1,SNX30,SPSB2,ST3GAL5,STK10,SYTL2,TBC1D10B,TCF7,TFEB,TGFB1,TM7SF2,TMEM163,TMEM245,TMEM41A,TMEM9B,TRAM1,TSEN54,TSHZ3,UBE2E2,VPS18,ZNF57,ZYX"
"TF","Factor: WT1; motif: CGCCCCCNCN; match class: 1","TF:M02036_1","0.0013990517603694602","2.854166217726183","5284","612","218","19945","AARD,ABCA2,ABCA3,ABHD17A,ACE,ADAMTS7,AEBP1,AFAP1L2,AKAP1,ALCAM,ALPL,ANKRD13D,ANKS6,ARHGAP17,ATAD2B,ATP1B1,ATP1B2,BCAR1,BEX2,BRI3,BTN2A2,CA2,CACNA2D2,CACNB3,CAMSAP3,CARD11,CARMIL1,CBS,CENPT,CHP1,CHTF18,CLIP2,CLPTM1L,CMTM3,CNOT8,CNR1,COL26A1,CRMP1,CTNNAL1,DACT3,DCLK2,DCXR,DEF6,DLGAP4,DONSON,DRAP1,DUOX1,DUOXA1,EBF4,EBP,ECHDC3,EFEMP2,EGFR,EHBP1L1,EMID1,ENTPD3,ERGIC1,ETV5,EZH2,FAM110B,FAM131B,FAM162B,FASN,FBXO44,FCHO1,FGFR2,FHL3,FHOD1,FMNL1,FNBP1,FOXA2,FZD5,GALNT10,GLB1,GPC2,GPR160,GSR,GUCY2D,HACD1,HECTD1,HLA-F,HMG20B,HSD17B4,HUNK,INAFM1,IRS2,IRX3,ISYNA1,JAG2,KCNJ11,KCNK1,KLF13,KLF15,LGALSL,LIMD2,LPCAT1,LRRC4B,LSS,LZTS2,MACROD2,MAD2L2,MAL,MAN1C1,MAST3,MAX,MDK,MEX3D,MFAP4,MMP24,MOV10,MRC2,MTHFD2L,MTMR12,MUC1,MYH10,MYL5,NAGS,NCMAP,NLGN3,NOTCH3,NPC2,NUDT12,NUMBL,OAZ2,OPTN,P3H2,PABPN1,PCED1B,PCSK2,PCYT2,PDPK1,PDZD4,PFKFB2,PIK3CD,PIP5K1B,PLD2,PLXNA3,PMM1,POFUT2,POLR2C,PRR33,PRTG,PTMS,PTPRU,RAB20,RAB40C,RAP1GAP,RASEF,RASL12,REN,RHOBTB2,RILP,RNF166,RRAGD,S1PR5,SAMD3,SAP25,SCAMP2,SEPT6,SH3GL1,SLC17A5,SLC29A2,SLC30A3,SLC7A8,SLC9A2,SLCO4C1,SMAGP,SMIM1,SNX25,SNX30,SOWAHB,SPSB2,ST3GAL5,ST7,STARD7,STK10,STK11,STMN3,STX1A,SYTL2,TADA2B,TBC1D10B,TBC1D14,TBX21,TCF7,TCIRG1,TFCP2L1,TFEB,TGFB1,TLCD1,TM7SF2,TMEM163,TMEM164,TMEM176A,TMEM200A,TMEM245,TMEM268,TNFRSF18,TNK2,TRAM1,TRPS1,TSEN54,TSHZ3,TVP23A,UBE2E2,USP13,USP20,USP44,VKORC1L1,VPS18,WIF1,XRCC3,ZBTB17,ZBTB42,ZMIZ2,ZNF217,ZNF57,ZYX"
"TF","Factor: Egr-1; motif: NNNNGCGKGGGYGGNRN","TF:M09897","0.0014597126046997835","2.835732641804066","4259","612","183","19945","AARD,ABCA2,ABHD17A,ACE,ALDH5A1,ALOX15B,ALPL,AMPD2,APOA5,ARHGAP17,ARL8B,ATAD2B,ATP1B1,BRI3,C14ORF1,C18ORF63,C1ORF210,C5ORF58,CACNA2D2,CACNB3,CARD11,CARD16,CBS,CCDC28B,CCDC88B,CEP131,CHTF18,CLASRP,CLIP2,CMTM1,CMTM3,CRMP1,CTNNAL1,DCLK2,DCXR,DDX28,DHCR24,DLGAP4,DONSON,DRAP1,DUOXA1,DUSP2,EBF4,EBP,EFEMP2,EHBP1L1,EMID1,ENTPD3,EOMES,ERGIC1,ETV5,EVL,EXOC3L4,FAM118B,FAM131B,FASN,FBXO44,FCHO1,FCHSD1,FGFR2,FHL3,FHOD1,FMO5,FNBP1,FOXA2,FXYD6,GALNT10,GDI1,GLA,GNAI2,GNS,GOLT1A,GPC2,GPR174,HACD1,HAUS7,HMG20B,HYAL1,ILDR1,INAFM1,INSC,ISYNA1,ITIH5,IVD,JAG2,KCNJ11,KCNK1,KDF1,KLF13,LDHB,LGALSL,LGI3,LIMD2,LMF2,LRRC4B,LSP1,LSS,MACROD2,MAN1C1,MAST3,MAX,MBIP,MDK,MEX3D,MFAP4,MOB3C,MRC2,MUC1,NAGS,NCMAP,NCOA4,NCR3,NFX1,NIT1,NOTCH3,NUMBL,OPTN,P3H2,PARN,PCSK2,PCYT2,PDPK1,PDZD7,PFKFB2,PIK3CD,PKNOX2,PLD2,PLXNA3,PMM1,POFUT2,POLR2C,PRR33,PRTG,PSME2,PTMS,PTPN7,PTPRU,RAB20,RAB24,RARRES2,RASL12,REN,RILP,RRAGD,SC5D,SCAMP2,SH2D1A,SH3GL1,SLC17A5,SLC9A2,SMAGP,SMIM1,SNX30,SORT1,SRSF1,SRSF2,ST3GAL5,STARD7,STK10,STMN3,STX4,SYTL2,TADA2B,TBC1D10B,TBC1D14,TGFB1,TMEM163,TMEM176A,TMEM97,TMEM9B,TRAM1,TRPS1,TSHZ3,UBE2E2,USP35,USP44,VEPH1,VPS18,WNT3,ZBTB17,ZMIZ2,ZNF217,ZYX"
"TF","Factor: Egr-1; motif: NNNNGCGKGGGYGGNRN; match class: 0","TF:M09897_0","0.0014597126046997835","2.835732641804066","4259","612","183","19945","AARD,ABCA2,ABHD17A,ACE,ALDH5A1,ALOX15B,ALPL,AMPD2,APOA5,ARHGAP17,ARL8B,ATAD2B,ATP1B1,BRI3,C14ORF1,C18ORF63,C1ORF210,C5ORF58,CACNA2D2,CACNB3,CARD11,CARD16,CBS,CCDC28B,CCDC88B,CEP131,CHTF18,CLASRP,CLIP2,CMTM1,CMTM3,CRMP1,CTNNAL1,DCLK2,DCXR,DDX28,DHCR24,DLGAP4,DONSON,DRAP1,DUOXA1,DUSP2,EBF4,EBP,EFEMP2,EHBP1L1,EMID1,ENTPD3,EOMES,ERGIC1,ETV5,EVL,EXOC3L4,FAM118B,FAM131B,FASN,FBXO44,FCHO1,FCHSD1,FGFR2,FHL3,FHOD1,FMO5,FNBP1,FOXA2,FXYD6,GALNT10,GDI1,GLA,GNAI2,GNS,GOLT1A,GPC2,GPR174,HACD1,HAUS7,HMG20B,HYAL1,ILDR1,INAFM1,INSC,ISYNA1,ITIH5,IVD,JAG2,KCNJ11,KCNK1,KDF1,KLF13,LDHB,LGALSL,LGI3,LIMD2,LMF2,LRRC4B,LSP1,LSS,MACROD2,MAN1C1,MAST3,MAX,MBIP,MDK,MEX3D,MFAP4,MOB3C,MRC2,MUC1,NAGS,NCMAP,NCOA4,NCR3,NFX1,NIT1,NOTCH3,NUMBL,OPTN,P3H2,PARN,PCSK2,PCYT2,PDPK1,PDZD7,PFKFB2,PIK3CD,PKNOX2,PLD2,PLXNA3,PMM1,POFUT2,POLR2C,PRR33,PRTG,PSME2,PTMS,PTPN7,PTPRU,RAB20,RAB24,RARRES2,RASL12,REN,RILP,RRAGD,SC5D,SCAMP2,SH2D1A,SH3GL1,SLC17A5,SLC9A2,SMAGP,SMIM1,SNX30,SORT1,SRSF1,SRSF2,ST3GAL5,STARD7,STK10,STMN3,STX4,SYTL2,TADA2B,TBC1D10B,TBC1D14,TGFB1,TMEM163,TMEM176A,TMEM97,TMEM9B,TRAM1,TRPS1,TSHZ3,UBE2E2,USP35,USP44,VEPH1,VPS18,WNT3,ZBTB17,ZMIZ2,ZNF217,ZYX"
"TF","Factor: CPBP; motif: GNNRGGGHGGGGNNGGGRN; match class: 1","TF:M09973_1","0.001550166072882826","2.8096217723632355","6624","612","262","19945","AACS,AARD,ABCA2,ABCA3,ABCD3,ACAP1,ACAT1,ACE,ACOXL,ACSS2,ADAMTS7,AEBP1,AFG3L2,AKAP1,ALOX15B,ALPL,ANKRD13D,ARHGAP17,ASL,ATP1B1,ATP1B2,ATP2A3,B3GNT8,BCAR1,BEX2,BLVRB,BMP3,BRI3,C19ORF54,C6ORF223,CA2,CACNA2D2,CACNB3,CAMSAP3,CARD11,CARMIL1,CBS,CCDC28B,CCDC88B,CDC42SE1,CDKL5,CENPT,CEP131,CHTF18,CLIP2,CMTM3,CNR1,CRMP1,CSRP1,DACT3,DCAF15,DCLK2,DCXR,DDX56,DLGAP4,DONSON,DRAP1,DUSP2,EBF4,ECHDC3,EFEMP2,EGFL6,EGFL8,EGFR,EHBP1L1,EMID1,EPS8,ERGIC1,ESRP1,EZH2,FAM110B,FAM118B,FAM131B,FASN,FBXO44,FCHO1,FCHSD1,FHL3,FHOD1,FLT3LG,FMNL1,FNBP1,FOXA2,GALNT10,GDI1,GNAI2,GNS,GOLT1A,GPC2,GPR160,GPR39,GUCY2D,GZMM,HACD1,HAUS7,HECTD1,HELB,HLA-F,HMG20B,HPN,HSD17B4,HUNK,ICA1,IFT43,IL2RG,INAFM1,INPP5F,INSC,IRF3,IRF7,IRS2,IRX3,IRX6,ISYNA1,ITIH5,ITM2C,ITPRIPL1,JAG2,KCNJ11,KCNK1,KDF1,KLF13,KLF15,LACTB2,LAMP3,LDHB,LGALSL,LGI3,LIMD2,LMF2,LMO3,LPCAT1,LRRC4B,LSS,LZTS2,MACROD2,MAD2L2,MAL,MAN1C1,MAP7,MAST3,MAX,MBIP,MCOLN2,MDK,MET,MEX3D,MFAP4,MLXIPL,MMP24,MOB3C,MPST,MRC2,MUC1,MYH10,MYL5,NAGS,NCMAP,NFX1,NIM1K,NOTCH3,NPC2,NUDT12,NUDT16,NUMBL,OAZ2,OPTN,PARN,PCSK2,PCYT2,PDPK1,PDZD4,PDZD7,PFKFB2,PHLDB3,PIP5K1B,PLD2,POFUT2,POLB,POLR3H,PRODH,PRR33,PRTG,PSME2,PTMS,RAB20,RAB24,RAB40C,RAP1GAP,RARRES2,RASL12,REN,RHOBTB2,RHOT2,RILP,RNF26,ROBO3,ROR1,RORB,RPS6KA2,RRAGD,SACM1L,SCAMP2,SCD,SCNN1A,SEPT6,SERPINF2,SEZ6L2,SFTA3,SFTPB,SH2D1A,SLC17A5,SLC25A16,SLC29A2,SLC9A2,SMAGP,SMIM1,SNX30,SOX4,SPSB2,SPTSSA,SRRT,SRSF2,ST7,ST8SIA1,STARD7,STK10,STMN3,STX1A,TBC1D10B,TBC1D14,TBX21,TCF7,TFEB,TLCD1,TMEM163,TMEM164,TMEM176A,TMEM200A,TMEM245,TMEM53,TMSB4X,TNK2,TRAF1,TRIM47,TRPS1,TSEN54,TSHZ3,TST,TTLL3,TVP23A,UBE2E2,USP35,USP44,VASN,VEPH1,VKORC1L1,ZBTB17,ZBTB42,ZMIZ2,ZNF217,ZYX"
"TF","Factor: AP-2alpha; motif: NGCCYSNNGSN","TF:M01857","0.001693682839975243","2.7711679126266477","9193","612","343","19945","AACS,ABCA2,ABCA3,ABHD17A,ACACA,ACAT1,ACE,ACOT2,ACOXL,ACSS2,ADAMTS7,ADGRB1,AEBP1,AFAP1L2,AFG3L2,AKAP1,ALPL,ANKRD13D,ANKS6,ARHGAP17,ARHGAP9,ARL8B,ARSE,ASAH1,ASL,ATAD2B,ATAT1,ATP1B1,ATP1B2,ATP2A3,AZIN2,B3GNT8,BCAR1,BCAT2,BCKDHA,BEX2,BTN2A2,C6ORF223,CA2,CACNA2D2,CACNB3,CADPS2,CAMSAP3,CARD11,CARHSP1,CARMIL1,CBS,CCDC88B,CDC42SE1,CDKL5,CEP131,CERKL,CHP1,CHTF18,CLCN5,CLIP2,CLK3,CLPTM1L,CMTM3,CNR1,COL26A1,CRMP1,CTNNAL1,DACT3,DCAF15,DCLK2,DCXR,DEF6,DESI2,DHCR24,DLGAP4,DONSON,DRAP1,DUOX1,DUOXA1,EBF4,ECHDC3,EFEMP2,EGFL6,EGFL8,EGFR,EHBP1L1,EID3,EMID1,EPDR1,ERGIC1,ERP29,ESRP1,ETV5,EVL,EXOC3L4,EZH2,FAM110B,FAM131B,FAM162B,FASN,FASTKD5,FBXO44,FCHO1,FCHO2,FCHSD1,FGFR2,FHL3,FLT3LG,FMNL1,FMO5,FOXA2,FREM2,FSCN1,FXYD6,FZD5,GALNT10,GDE1,GDI1,GDPD5,GLB1,GPD1L,GPR176,GRK2,GSR,GSTA4,GUCY2D,GZMM,HAAO,HACD1,HAUS7,HLA-F,HMG20B,HPN,HUNK,HUS1B,IL18BP,IL20RA,INAFM1,INPP5F,IRF9,IRS2,IRX3,IRX6,ISG15,ISYNA1,JAG2,KANK1,KCNJ11,KCNK1,KCNS1,KDF1,KLF13,KLF15,LACTB2,LGALSL,LGI3,LIMD2,LMF2,LPCAT1,LRP2BP,LRP5L,LRRC4B,LRRK2,LSS,LTB,MACROD2,MAD2L2,MAL,MALL,MAN1C1,MAOA,MAP7,MAST3,MBIP,MDK,MEF2B,MET,MEX3D,MFSD2A,MLPH,MLXIPL,MMP24,MOB3C,MPST,MRC2,MTHFD2L,MUC1,MYH10,MYL5,MYO5C,NAGS,NARF,NCMAP,NECAB1,NKG7,NLGN3,NOD2,NOTCH3,NPC2,NUMBL,OAZ2,OPTN,PABPN1,PAQR5,PARM1,PARN,PARP4,PCDHAC1,PCDHAC2,PCED1B,PCLO,PCSK2,PCYT2,PDPK1,PDZD4,PDZD7,PFKFB2,PIK3CD,PIP5K1B,PKD2L2,PLA2G10,PLA2G3,PLA2G4F,PLD2,PLXNA3,POFUT2,POLR2C,POLR3H,PPM1M,PPP1R35,PRTG,PSME1,PSME2,PSTPIP1,PTMS,PTPN7,PTPRU,RAB20,RAB24,RAB40C,RAP1GAP,RARRES2,RASEF,RASL12,REN,RETSAT,RHOBTB2,RILP,RNASE1,RNF128,RNF166,ROBO3,RORB,RPS6KA2,RRAGD,RSRP1,S1PR5,SACM1L,SAP25,SCNN1A,SDR16C5,SEC23B,SELENOO,SEPT6,SFI1,SFTPA1,SFTPA2,SFTPB,SH2D2A,SH3GL1,SHC3,SHMT1,SLC17A5,SLC22A3,SLC29A2,SLC30A3,SLC34A2,SLCO4C1,SLIT3,SMAGP,SMIM1,SNX30,SORT1,SOWAHB,SPSB2,SPTSSA,SRSF2,ST3GAL5,ST7,ST8SIA1,STARD3NL,STARD7,STK10,STK11,STMN3,STX1A,SYNJ2,SYTL2,TACC2,TADA2B,TBC1D10B,TBC1D10C,TBC1D14,TCF3,TCF7,TCIRG1,TESC,TFCP2L1,TFEB,TGFB1,TLCD1,TM7SF2,TMC8,TMEM163,TMEM164,TMEM176A,TMEM192,TMEM268,TMEM41A,TMEM9B,TNK2,TRAF1,TRAM1,TRIM47,TRPS1,TSEN54,TSHZ3,TST,TTLL3,TVP23A,UBASH3A,UBE2E2,UQCRFS1,USP13,USP20,USP44,VASN,VKORC1L1,VPS18,WIF1,WNT3,XRCC3,ZAP70,ZBTB17,ZMIZ2,ZNF217,ZYX"
"TF","Factor: AP-2alpha; motif: NGCCYSNNGSN; match class: 0","TF:M01857_0","0.001693682839975243","2.7711679126266477","9193","612","343","19945","AACS,ABCA2,ABCA3,ABHD17A,ACACA,ACAT1,ACE,ACOT2,ACOXL,ACSS2,ADAMTS7,ADGRB1,AEBP1,AFAP1L2,AFG3L2,AKAP1,ALPL,ANKRD13D,ANKS6,ARHGAP17,ARHGAP9,ARL8B,ARSE,ASAH1,ASL,ATAD2B,ATAT1,ATP1B1,ATP1B2,ATP2A3,AZIN2,B3GNT8,BCAR1,BCAT2,BCKDHA,BEX2,BTN2A2,C6ORF223,CA2,CACNA2D2,CACNB3,CADPS2,CAMSAP3,CARD11,CARHSP1,CARMIL1,CBS,CCDC88B,CDC42SE1,CDKL5,CEP131,CERKL,CHP1,CHTF18,CLCN5,CLIP2,CLK3,CLPTM1L,CMTM3,CNR1,COL26A1,CRMP1,CTNNAL1,DACT3,DCAF15,DCLK2,DCXR,DEF6,DESI2,DHCR24,DLGAP4,DONSON,DRAP1,DUOX1,DUOXA1,EBF4,ECHDC3,EFEMP2,EGFL6,EGFL8,EGFR,EHBP1L1,EID3,EMID1,EPDR1,ERGIC1,ERP29,ESRP1,ETV5,EVL,EXOC3L4,EZH2,FAM110B,FAM131B,FAM162B,FASN,FASTKD5,FBXO44,FCHO1,FCHO2,FCHSD1,FGFR2,FHL3,FLT3LG,FMNL1,FMO5,FOXA2,FREM2,FSCN1,FXYD6,FZD5,GALNT10,GDE1,GDI1,GDPD5,GLB1,GPD1L,GPR176,GRK2,GSR,GSTA4,GUCY2D,GZMM,HAAO,HACD1,HAUS7,HLA-F,HMG20B,HPN,HUNK,HUS1B,IL18BP,IL20RA,INAFM1,INPP5F,IRF9,IRS2,IRX3,IRX6,ISG15,ISYNA1,JAG2,KANK1,KCNJ11,KCNK1,KCNS1,KDF1,KLF13,KLF15,LACTB2,LGALSL,LGI3,LIMD2,LMF2,LPCAT1,LRP2BP,LRP5L,LRRC4B,LRRK2,LSS,LTB,MACROD2,MAD2L2,MAL,MALL,MAN1C1,MAOA,MAP7,MAST3,MBIP,MDK,MEF2B,MET,MEX3D,MFSD2A,MLPH,MLXIPL,MMP24,MOB3C,MPST,MRC2,MTHFD2L,MUC1,MYH10,MYL5,MYO5C,NAGS,NARF,NCMAP,NECAB1,NKG7,NLGN3,NOD2,NOTCH3,NPC2,NUMBL,OAZ2,OPTN,PABPN1,PAQR5,PARM1,PARN,PARP4,PCDHAC1,PCDHAC2,PCED1B,PCLO,PCSK2,PCYT2,PDPK1,PDZD4,PDZD7,PFKFB2,PIK3CD,PIP5K1B,PKD2L2,PLA2G10,PLA2G3,PLA2G4F,PLD2,PLXNA3,POFUT2,POLR2C,POLR3H,PPM1M,PPP1R35,PRTG,PSME1,PSME2,PSTPIP1,PTMS,PTPN7,PTPRU,RAB20,RAB24,RAB40C,RAP1GAP,RARRES2,RASEF,RASL12,REN,RETSAT,RHOBTB2,RILP,RNASE1,RNF128,RNF166,ROBO3,RORB,RPS6KA2,RRAGD,RSRP1,S1PR5,SACM1L,SAP25,SCNN1A,SDR16C5,SEC23B,SELENOO,SEPT6,SFI1,SFTPA1,SFTPA2,SFTPB,SH2D2A,SH3GL1,SHC3,SHMT1,SLC17A5,SLC22A3,SLC29A2,SLC30A3,SLC34A2,SLCO4C1,SLIT3,SMAGP,SMIM1,SNX30,SORT1,SOWAHB,SPSB2,SPTSSA,SRSF2,ST3GAL5,ST7,ST8SIA1,STARD3NL,STARD7,STK10,STK11,STMN3,STX1A,SYNJ2,SYTL2,TACC2,TADA2B,TBC1D10B,TBC1D10C,TBC1D14,TCF3,TCF7,TCIRG1,TESC,TFCP2L1,TFEB,TGFB1,TLCD1,TM7SF2,TMC8,TMEM163,TMEM164,TMEM176A,TMEM192,TMEM268,TMEM41A,TMEM9B,TNK2,TRAF1,TRAM1,TRIM47,TRPS1,TSEN54,TSHZ3,TST,TTLL3,TVP23A,UBASH3A,UBE2E2,UQCRFS1,USP13,USP20,USP44,VASN,VKORC1L1,VPS18,WIF1,WNT3,XRCC3,ZAP70,ZBTB17,ZMIZ2,ZNF217,ZYX"
"TF","Factor: E2A; motif: CACCTGNY; match class: 1","TF:M00973_1","0.001752976565881298","2.756223889597287","1057","612","63","19945","ADGRG5,AEBP1,APOA5,BEX2,BMP3,BRI3,C1ORF210,CCDC88B,CHMP4C,CLASRP,COL26A1,COL6A5,CTSH,EGFL6,EOMES,FAM131B,FLT3LG,FMNL1,FUT3,GDE1,GPC2,HSD17B4,ICA1,KCNJ11,LGI3,LRAT,MAP7,MMAB,MYL5,NLGN3,NR0B2,NRTN,PHLDB3,PIP5K1B,PLPPR1,PLS1,POLB,PSME1,PSTPIP1,PXMP4,ROBO3,SAP25,SCAMP2,SCNN1A,SERPINF2,SFTPC,SLC46A2,SLCO4C1,SMPDL3B,SP140L,STX4,TBX19,TCF3,TM7SF2,TMEM163,TMEM41A,TNK2,TVP23A,TYK2,USP35,VKORC1L1,ZBP1,ZMIZ2"
"TF","Factor: BTEB3; motif: BNRNGGGAGGNGT; match class: 1","TF:M01865_1","0.0019976814470676696","2.699473763762949","4249","612","182","19945","AARD,ABCA3,ACE,ACSM3,ACSS2,AGAP2,ALCAM,ALPL,APOA5,ATP1B1,BCAT2,BDH1,BRI3,C11ORF54,C16ORF89,C6ORF223,C9ORF152,CA14,CA2,CACNB3,CARD11,CARD16,CARHSP1,CARMIL1,CBS,CENPT,CEP131,CERKL,CLIP2,CMTM3,CNR1,CRMP1,CRTAC1,CTSH,DCAF15,DCLK2,DDX39B,DLGAP4,DRAP1,DUOX1,DUOXA1,DUSP2,EBF4,EHBP1L1,EPS8,ERGIC1,ERP29,ESRP1,EZH2,FAM110B,FCHSD1,FHL3,FHOD1,FMNL1,FMO5,FNBP1,FOXA2,FSCN1,FZD5,GLOD5,GNAI2,GPR176,GRK2,GZMM,HACD1,HAUS7,HCFC1R1,HECTD1,HGF,HLA-F,HMG20B,HPN,ILDR1,INAFM1,INPP5D,INPP5F,IRF3,IRX3,IRX6,ISYNA1,ITGAL,ITM2C,KCNJ11,KLF13,LDHB,LPCAT1,LRRC4B,LSP1,LSS,LTB,MACROD2,MAD2L2,MAN1C1,MDK,MEF2B,MEX3D,MFAP4,MFSD2A,MLPH,MOV10,MPST,MRC2,NAGS,NAPSA,NCR3,NIM1K,NOTCH3,NPC2,NUMBL,PARM1,PCDHAC2,PCLO,PCSK2,PCYT2,PDZD4,PDZD7,PHLDB3,PIP5K1B,PLA2G10,PLXNA3,PPM1M,PSME2,PTPN7,PXMP4,RARRES2,RASAL3,RASGRF1,RASL12,REN,RILP,RNASE1,ROBO3,RPS6KA2,RRAGD,RSRP1,SCD,SCNN1A,SELENOO,SEPT6,SERPINF2,SEZ6L2,SFI1,SFTA2,SH2D2A,SLC22A3,SLC27A3,SLC9A2,SLCO4C1,SLIT3,SNX30,SOX4,SPSB2,SRRT,SRSF2,ST8SIA1,STK11,STMN3,STX4,SYBU,SYNJ2,TCIRG1,TFEB,TGFB1,TLCD1,TMEM164,TMEM176A,TMEM268,TNK2,TRAM1,TRPS1,TSEN54,TSHZ3,TST,TTC39A,UBE2E2,USP35,VASN,VKORC1L1,WNT3,ZAP70,ZBTB17,ZNF217"
"TF","Factor: AP-2; motif: MKCCCSCNGGCG; match class: 0","TF:M00189_0","0.0020018619046509424","2.6985658849569165","10656","612","387","19945","AACS,AAR2,ABCA2,ABCA3,ABCD3,ABHD17A,ACACA,ACAP1,ACAT1,ACE,ACOT2,ACSM3,ACSS2,ADAMTS7,ADGRB1,AEBP1,AFAP1L2,AFG3L2,AKAP1,ALCAM,ALDH5A1,ALOX15B,ALPL,AMPD2,ANKRD13D,ANKS6,APOBEC3G,ARHGAP17,ARHGAP9,ARL8B,ARSI,ASL,ATAD2B,ATP1B2,ATP2A3,ATP6V1H,BCAR1,BCAT2,BCKDHA,BRI3,C16ORF89,C18ORF63,C19ORF54,C1ORF210,C6ORF223,CA2,CACNA2D2,CACNB3,CADPS2,CAMSAP3,CARD11,CARHSP1,CARMIL1,CBS,CCDC28B,CDC42SE1,CDKL5,CENPT,CEP131,CERKL,CHMP4C,CHP1,CHTF18,CLCN5,CLIP2,CLPTM1L,CNIH4,CNOT8,CNR1,COL26A1,CPM,CPT2,CRMP1,CSRP1,CTNNAL1,CTSH,CYP4B1,DACT3,DCAF15,DCLK2,DCXR,DDX28,DDX56,DEF6,DERA,DESI2,DHCR24,DLGAP4,DONSON,DRAP1,DUOX1,DUOXA1,DUSP2,EBF4,EFEMP2,EGFL6,EGFL8,EGFR,EHBP1L1,EMID1,EOMES,EPDR1,ERGIC1,ERP29,ETV5,EXOC3L4,EZH2,FAM110B,FAM131B,FAM162B,FASN,FCHO1,FCHO2,FCHSD1,FGFR2,FHL3,FHOD1,FLT3LG,FMNL1,FNBP1,FOXA2,FZD5,GALNT10,GDE1,GDI1,GLB1,GNS,GOLT1A,GPD1L,GPHN,GPR160,GPR35,GPR39,GRK2,GSR,GUCY2D,HAAO,HACD1,HCFC1R1,HECTD1,HELB,HLA-F,HMG20B,HPN,HSH2D,HUNK,HUS1B,HYAL1,ICA1,IFT43,IL18BP,IL20RA,INAFM1,INPP5F,INSC,IRF7,IRF9,IRS2,IRX3,IRX6,ISG15,ISYNA1,ITGAL,ITM2C,ITPRIPL1,JAG2,KANK1,KCNJ11,KCNK1,KCNS1,KCTD14,KDF1,KLF13,KLF15,LACTB2,LAMA4,LDHB,LGI3,LIMD2,LMF2,LPCAT1,LRRC4B,LSS,LZTS2,MACROD2,MAD2L2,MALL,MAN1C1,MAOA,MAP7,MAX,MCCC1,MCOLN2,MDK,MEF2B,MET,MEX3D,MFAP4,MFSD2A,MGST1,MLPH,MLXIPL,MMAB,MMP24,MOB3C,MOV10,MPST,MRC2,MRPS23,MTHFD2L,MTMR12,MYH10,MYL5,NAGS,NAPSA,NARF,NCMAP,NCOA4,NCR1,NDUFB9,NECAB1,NFX1,NIM1K,NOTCH3,NPC2,NRTN,NUDT16,NUMBL,OPTN,P3H2,PABPN1,PAQR5,PARM1,PARN,PARP4,PCDHAC2,PCED1B,PCLO,PCYT2,PDPK1,PDZD4,PDZD7,PHYHD1,PIGR,PKNOX2,PLA2G10,PLD2,PLPPR1,PLXNA3,POFUT2,POLB,POLR2C,POLR3H,PON3,PPM1M,PRR15L,PRR33,PRSS16,PRTG,PSME1,PSME2,PTMS,PTPN13,PTPN7,PTPRU,RAB20,RAB24,RAB40C,RAP1GAP,RASEF,RASGRF1,RASL12,RASSF1,REN,RHOBTB2,RHOT2,RILP,RNF128,RNF166,ROR1,RORB,RPS6KA2,RRAGD,RSRP1,SAMD3,SAP25,SAR1B,SC5D,SCAMP2,SCD,SCNN1A,SDCCAG8,SDR16C5,SELENOO,SERPINF2,SEZ6L2,SFI1,SFTA2,SH3GL1,SHC3,SHMT1,SLC17A5,SLC22A3,SLC25A16,SLC27A3,SLC29A2,SLC30A3,SLC34A2,SLC46A2,SLC9A2,SLCO4C1,SLIT3,SMAGP,SMIM1,SNTB1,SNX30,SORT1,SOWAHB,SOX4,SP140,SP140L,SPSB2,SRRT,SRSF1,ST3GAL5,ST7,ST8SIA1,STARD7,STK10,STK11,STMN3,SYNJ2,SYTL2,TACC2,TADA2B,TBC1D10B,TBC1D14,TBCEL,TBX19,TBX21,TCF3,TCF7,TESC,TFCP2L1,TFEB,TGFB1,TLCD1,TM7SF2,TMEM163,TMEM164,TMEM176A,TMEM192,TMEM200A,TMEM245,TMEM268,TMEM41A,TMEM53,TMEM9B,TMSB4X,TNFRSF18,TNK2,TRAF1,TRAM1,TRIM47,TRPS1,TSEN54,TSHZ3,TST,TTC39A,TTLL3,TVP23A,UBA7,UBE2E2,UQCRFS1,USP13,USP20,USP35,VASN,VKORC1L1,VMP1,WIF1,WNT3,XRCC3,ZAP70,ZBTB42,ZMIZ2,ZNF217"
